	Abilities	Height	Local №	National №	Species	Type	Weight	name
681	1. HealerAroma Veil (hidden ability)	2′07″ (0.8 m)	130 (X/Y — Central Kalos)	683	Fragrance Pokémon	Fairy	34.2 lbs (15.5 kg)	Aromatisse
682	1. Sweet VeilUnburden (hidden ability)	1′04″ (0.4 m)	131 (X/Y — Central Kalos)	684	Cotton Candy Pokémon	Fairy	7.7 lbs (3.5 kg)	Swirlix
683	1. Sweet VeilUnburden (hidden ability)	2′07″ (0.8 m)	132 (X/Y — Central Kalos)	685	Meringue Pokémon	Fairy	11.0 lbs (5.0 kg)	Slurpuff
684	1. Contrary2. Suction CupsInfiltrator (hidden ability)	1′04″ (0.4 m)	010 (X/Y — Coastal Kalos)026 (U.Sun/U.Moon — Alola dex)	686	Revolving Pokémon	Dark Psychic	7.7 lbs (3.5 kg)	Inkay
685	1. Contrary2. Suction CupsInfiltrator (hidden ability)	4′11″ (1.5 m)	011 (X/Y — Coastal Kalos)027 (U.Sun/U.Moon — Alola dex)	687	Overturning Pokémon	Dark Psychic	103.6 lbs (47.0 kg)	Malamar
686	1. Sniper2. Tough ClawsPickpocket (hidden ability)	1′08″ (0.5 m)	021 (X/Y — Coastal Kalos)	688	Two-Handed Pokémon	Rock Water	68.3 lbs (31.0 kg)	Binacle
687	1. Sniper2. Tough ClawsPickpocket (hidden ability)	4′03″ (1.3 m)	022 (X/Y — Coastal Kalos)	689	Collective Pokémon	Rock Water	211.6 lbs (96.0 kg)	Barbaracle
688	1. Poison Point2. Poison TouchAdaptability (hidden ability)	1′08″ (0.5 m)	030 (X/Y — Coastal Kalos)347 (U.Sun/U.Moon — Alola dex)	690	Mock Kelp Pokémon	Poison Water	16.1 lbs (7.3 kg)	Skrelp
689	1. Poison Point2. Poison TouchAdaptability (hidden ability)	5′11″ (1.8 m)	031 (X/Y — Coastal Kalos)348 (U.Sun/U.Moon — Alola dex)	691	Mock Kelp Pokémon	Poison Dragon	179.7 lbs (81.5 kg)	Dragalge
690	1. Mega Launcher	1′08″ (0.5 m)	032 (X/Y — Coastal Kalos)349 (U.Sun/U.Moon — Alola dex)	692	Water Gun Pokémon	Water	18.3 lbs (8.3 kg)	Clauncher
691	1. Mega Launcher	4′03″ (1.3 m)	033 (X/Y — Coastal Kalos)350 (U.Sun/U.Moon — Alola dex)	693	Howitzer Pokémon	Water	77.8 lbs (35.3 kg)	Clawitzer
692	1. Dry Skin2. Sand VeilSolar Power (hidden ability)	1′08″ (0.5 m)	046 (X/Y — Coastal Kalos)	694	Generator Pokémon	Electric Normal	13.2 lbs (6.0 kg)	Helioptile
693	1. Dry Skin2. Sand VeilSolar Power (hidden ability)	3′03″ (1.0 m)	047 (X/Y — Coastal Kalos)	695	Generator Pokémon	Electric Normal	46.3 lbs (21.0 kg)	Heliolisk
694	1. Strong JawSturdy (hidden ability)	2′07″ (0.8 m)	064 (X/Y — Coastal Kalos)243 (U.Sun/U.Moon — Alola dex)	696	Royal Heir Pokémon	Rock Dragon	57.3 lbs (26.0 kg)	Tyrunt
695	1. Strong JawRock Head (hidden ability)	8′02″ (2.5 m)	065 (X/Y — Coastal Kalos)244 (U.Sun/U.Moon — Alola dex)	697	Despot Pokémon	Rock Dragon	595.2 lbs (270.0 kg)	Tyrantrum
696	1. RefrigerateSnow Warning (hidden ability)	4′03″ (1.3 m)	066 (X/Y — Coastal Kalos)245 (U.Sun/U.Moon — Alola dex)	698	Tundra Pokémon	Rock Ice	55.6 lbs (25.2 kg)	Amaura
697	1. RefrigerateSnow Warning (hidden ability)	8′10″ (2.7 m)	067 (X/Y — Coastal Kalos)246 (U.Sun/U.Moon — Alola dex)	699	Tundra Pokémon	Rock Ice	496.0 lbs (225.0 kg)	Aurorus
698	1. Cute CharmPixilate (hidden ability)	3′03″ (1.0 m)	085 (X/Y — Coastal Kalos)131 (Sun/Moon — Alola dex)161 (U.Sun/U.Moon — Alola dex)	700	Intertwining Pokémon	Fairy	51.8 lbs (23.5 kg)	Sylveon
699	1. Limber2. UnburdenMold Breaker (hidden ability)	2′07″ (0.8 m)	089 (X/Y — Coastal Kalos)096 (U.Sun/U.Moon — Alola dex)	701	Wrestling Pokémon	Fighting Flying	47.4 lbs (21.5 kg)	Hawlucha
700	1. Cheek Pouch2. PickupPlus (hidden ability)	0′08″ (0.2 m)	110 (X/Y — Coastal Kalos)291 (U.Sun/U.Moon — Alola dex)	702	Antenna Pokémon	Electric Fairy	4.9 lbs (2.2 kg)	Dedenne
701	1. Clear BodySturdy (hidden ability)	1′00″ (0.3 m)	124 (X/Y — Coastal Kalos)101 (Sun/Moon — Alola dex)123 (U.Sun/U.Moon — Alola dex)	703	Jewel Pokémon	Rock Fairy	12.6 lbs (5.7 kg)	Carbink
702	1. Sap Sipper2. HydrationGooey (hidden ability)	1′00″ (0.3 m)	019 (X/Y — Mountain Kalos)178 (Sun/Moon — Alola dex)217 (U.Sun/U.Moon — Alola dex)	704	Soft Tissue Pokémon	Dragon	6.2 lbs (2.8 kg)	Goomy
703	1. Sap Sipper2. HydrationGooey (hidden ability)	2′07″ (0.8 m)	020 (X/Y — Mountain Kalos)179 (Sun/Moon — Alola dex)218 (U.Sun/U.Moon — Alola dex)	705	Soft Tissue Pokémon	Dragon	38.6 lbs (17.5 kg)	Sliggoo
704	1. Sap Sipper2. HydrationGooey (hidden ability)	6′07″ (2.0 m)	021 (X/Y — Mountain Kalos)180 (Sun/Moon — Alola dex)219 (U.Sun/U.Moon — Alola dex)	706	Dragon Pokémon	Dragon	331.8 lbs (150.5 kg)	Goodra
705	1. PranksterMagician (hidden ability)	0′08″ (0.2 m)	050 (X/Y — Mountain Kalos)241 (Sun/Moon — Alola dex)314 (U.Sun/U.Moon — Alola dex)	707	Key Ring Pokémon	Steel Fairy	6.6 lbs (3.0 kg)	Klefki
706	1. Natural Cure2. FriskHarvest (hidden ability)	1′04″ (0.4 m)	061 (X/Y — Mountain Kalos)196 (Sun/Moon — Alola dex)250 (U.Sun/U.Moon — Alola dex)	708	Stump Pokémon	Ghost Grass	15.4 lbs (7.0 kg)	Phantump
707	1. Natural Cure2. FriskHarvest (hidden ability)	4′11″ (1.5 m)	062 (X/Y — Mountain Kalos)197 (Sun/Moon — Alola dex)251 (U.Sun/U.Moon — Alola dex)	709	Elder Tree Pokémon	Ghost Grass	156.5 lbs (71.0 kg)	Trevenant
708	1. Pickup2. FriskInsomnia (hidden ability)	1′04″ (0.4 m)	063 (X/Y — Mountain Kalos)	710	Pumpkin Pokémon	Ghost Grass	11.0 lbs (5.0 kg)	Pumpkaboo
709	1. Pickup2. FriskInsomnia (hidden ability)	2′11″ (0.9 m)	064 (X/Y — Mountain Kalos)	711	Pumpkin Pokémon	Ghost Grass	27.6 lbs (12.5 kg)	Gourgeist
710	1. Own Tempo2. Ice BodySturdy (hidden ability)	3′03″ (1.0 m)	079 (X/Y — Mountain Kalos)	712	Ice Chunk Pokémon	Ice	219.4 lbs (99.5 kg)	Bergmite
711	1. Own Tempo2. Ice BodySturdy (hidden ability)	6′07″ (2.0 m)	080 (X/Y — Mountain Kalos)	713	Iceberg Pokémon	Ice	1113.3 lbs (505.0 kg)	Avalugg
712	1. Frisk2. InfiltratorTelepathy (hidden ability)	1′08″ (0.5 m)	113 (X/Y — Mountain Kalos)083 (U.Sun/U.Moon — Alola dex)	714	Sound Wave Pokémon	Flying Dragon	17.6 lbs (8.0 kg)	Noibat
713	1. Frisk2. InfiltratorTelepathy (hidden ability)	4′11″ (1.5 m)	114 (X/Y — Mountain Kalos)084 (U.Sun/U.Moon — Alola dex)	715	Sound Wave Pokémon	Flying Dragon	187.4 lbs (85.0 kg)	Noivern
714	1. Fairy Aura	9′10″ (3.0 m)	148 (X/Y — Mountain Kalos)	716	Life Pokémon	Fairy	474.0 lbs (215.0 kg)	Xerneas
715	1. Dark Aura	19′00″ (5.8 m)	149 (X/Y — Mountain Kalos)	717	Destruction Pokémon	Dark Flying	447.5 lbs (203.0 kg)	Yveltal
716	1. Aura Break2. Power Construct	16′05″ (5.0 m)	150 (X/Y — Mountain Kalos)205 (Sun/Moon — Alola dex)263 (U.Sun/U.Moon — Alola dex)	718	Order Pokémon	Dragon Ground	672.4 lbs (305.0 kg)	Zygarde
717	1. Clear Body	2′04″ (0.7 m)	151 (X/Y — Central Kalos)	719	Jewel Pokémon	Rock Fairy	19.4 lbs (8.8 kg)	Diancie
718	1. Magician	1′08″ (0.5 m)	152 (X/Y — Central Kalos)	720	Mischief Pokémon	Psychic Ghost	19.8 lbs (9.0 kg)	Hoopa
719	1. Water Absorb	5′07″ (1.7 m)	153 (X/Y — Central Kalos)	721	Steam Pokémon	Fire Water	429.9 lbs (195.0 kg)	Volcanion
720	1. OvergrowLong Reach (hidden ability)	1′00″ (0.3 m)	001 (Sun/Moon — Alola dex)001 (U.Sun/U.Moon — Alola dex)	722	Grass Quill Pokémon	Grass Flying	3.3 lbs (1.5 kg)	Rowlet
721	1. OvergrowLong Reach (hidden ability)	2′04″ (0.7 m)	002 (Sun/Moon — Alola dex)002 (U.Sun/U.Moon — Alola dex)	723	Blade Quill Pokémon	Grass Flying	35.3 lbs (16.0 kg)	Dartrix
722	1. OvergrowLong Reach (hidden ability)	5′03″ (1.6 m)	003 (Sun/Moon — Alola dex)003 (U.Sun/U.Moon — Alola dex)	724	Arrow Quill Pokémon	Grass Ghost	80.7 lbs (36.6 kg)	Decidueye
723	1. BlazeIntimidate (hidden ability)	1′04″ (0.4 m)	004 (Sun/Moon — Alola dex)004 (U.Sun/U.Moon — Alola dex)	725	Fire Cat Pokémon	Fire	9.5 lbs (4.3 kg)	Litten
724	1. BlazeIntimidate (hidden ability)	2′04″ (0.7 m)	005 (Sun/Moon — Alola dex)005 (U.Sun/U.Moon — Alola dex)	726	Fire Cat Pokémon	Fire	55.1 lbs (25.0 kg)	Torracat
725	1. BlazeIntimidate (hidden ability)	5′11″ (1.8 m)	006 (Sun/Moon — Alola dex)006 (U.Sun/U.Moon — Alola dex)	727	Heel Pokémon	Fire Dark	183.0 lbs (83.0 kg)	Incineroar
726	1. TorrentLiquid Voice (hidden ability)	1′04″ (0.4 m)	007 (Sun/Moon — Alola dex)007 (U.Sun/U.Moon — Alola dex)	728	Sea Lion Pokémon	Water	16.5 lbs (7.5 kg)	Popplio
727	1. TorrentLiquid Voice (hidden ability)	2′00″ (0.6 m)	008 (Sun/Moon — Alola dex)008 (U.Sun/U.Moon — Alola dex)	729	Pop Star Pokémon	Water	38.6 lbs (17.5 kg)	Brionne
728	1. TorrentLiquid Voice (hidden ability)	5′11″ (1.8 m)	009 (Sun/Moon — Alola dex)009 (U.Sun/U.Moon — Alola dex)	730	Soloist Pokémon	Water Fairy	97.0 lbs (44.0 kg)	Primarina
729	1. Keen Eye2. Skill LinkPickup (hidden ability)	1′00″ (0.3 m)	010 (Sun/Moon — Alola dex)010 (U.Sun/U.Moon — Alola dex)	731	Woodpecker Pokémon	Normal Flying	2.6 lbs (1.2 kg)	Pikipek
730	1. Keen Eye2. Skill LinkPickup (hidden ability)	2′00″ (0.6 m)	011 (Sun/Moon — Alola dex)011 (U.Sun/U.Moon — Alola dex)	732	Bugle Beak Pokémon	Normal Flying	32.6 lbs (14.8 kg)	Trumbeak
731	1. Keen Eye2. Skill LinkSheer Force (hidden ability)	3′07″ (1.1 m)	012 (Sun/Moon — Alola dex)012 (U.Sun/U.Moon — Alola dex)	733	Cannon Pokémon	Normal Flying	57.3 lbs (26.0 kg)	Toucannon
732	1. Strong Jaw2. StakeoutAdaptability (hidden ability)	1′04″ (0.4 m)	013 (Sun/Moon — Alola dex)013 (U.Sun/U.Moon — Alola dex)	734	Loitering Pokémon	Normal	13.2 lbs (6.0 kg)	Yungoos
733	1. Strong Jaw2. StakeoutAdaptability (hidden ability)	2′04″ (0.7 m)	014 (Sun/Moon — Alola dex)014 (U.Sun/U.Moon — Alola dex)	735	Stakeout Pokémon	Normal	31.3 lbs (14.2 kg)	Gumshoos
734	1. Swarm	1′04″ (0.4 m)	027 (Sun/Moon — Alola dex)034 (U.Sun/U.Moon — Alola dex)	736	Larva Pokémon	Bug	9.7 lbs (4.4 kg)	Grubbin
735	1. Battery	1′08″ (0.5 m)	028 (Sun/Moon — Alola dex)035 (U.Sun/U.Moon — Alola dex)	737	Battery Pokémon	Bug Electric	23.1 lbs (10.5 kg)	Charjabug
736	1. Levitate	4′11″ (1.5 m)	029 (Sun/Moon — Alola dex)036 (U.Sun/U.Moon — Alola dex)	738	Stag Beetle Pokémon	Bug Electric	99.2 lbs (45.0 kg)	Vikavolt
737	1. Hyper Cutter2. Iron FistAnger Point (hidden ability)	2′00″ (0.6 m)	059 (Sun/Moon — Alola dex)071 (U.Sun/U.Moon — Alola dex)	739	Boxing Pokémon	Fighting	15.4 lbs (7.0 kg)	Crabrawler
738	1. Hyper Cutter2. Iron FistAnger Point (hidden ability)	5′07″ (1.7 m)	060 (Sun/Moon — Alola dex)072 (U.Sun/U.Moon — Alola dex)	740	Woolly Crab Pokémon	Fighting Ice	396.8 lbs (180.0 kg)	Crabominable
739	1. Dancer	2′00″ (0.6 m)	082 (Sun/Moon — Alola dex)097 (U.Sun/U.Moon — Alola dex)	741	Dancing Pokémon	Fire Flying	7.5 lbs (3.4 kg)	Oricorio
740	1. Honey Gather2. Shield DustSweet Veil (hidden ability)	0′04″ (0.1 m)	083 (Sun/Moon — Alola dex)098 (U.Sun/U.Moon — Alola dex)	742	Bee Fly Pokémon	Bug Fairy	0.4 lbs (0.2 kg)	Cutiefly
741	1. Honey Gather2. Shield DustSweet Veil (hidden ability)	0′08″ (0.2 m)	084 (Sun/Moon — Alola dex)099 (U.Sun/U.Moon — Alola dex)	743	Bee Fly Pokémon	Bug Fairy	1.1 lbs (0.5 kg)	Ribombee
742	1. Keen Eye2. Vital SpiritSteadfast (hidden ability)	1′08″ (0.5 m)	103 (Sun/Moon — Alola dex)126 (U.Sun/U.Moon — Alola dex)	744	Puppy Pokémon	Rock	20.3 lbs (9.2 kg)	Rockruff
743	1. Keen Eye2. Sand RushSteadfast (hidden ability)	2′07″ (0.8 m)	104 (Sun/Moon — Alola dex)127 (U.Sun/U.Moon — Alola dex)	745	Wolf Pokémon	Rock	55.1 lbs (25.0 kg)	Lycanroc
744	1. Schooling	0′08″ (0.2 m)	110 (Sun/Moon — Alola dex)133 (U.Sun/U.Moon — Alola dex)	746	Small Fry Pokémon	Water	0.7 lbs (0.3 kg)	Wishiwashi
745	1. Merciless2. LimberRegenerator (hidden ability)	1′04″ (0.4 m)	113 (Sun/Moon — Alola dex)136 (U.Sun/U.Moon — Alola dex)	747	Brutal Star Pokémon	Poison Water	17.6 lbs (8.0 kg)	Mareanie
746	1. Merciless2. LimberRegenerator (hidden ability)	2′04″ (0.7 m)	114 (Sun/Moon — Alola dex)137 (U.Sun/U.Moon — Alola dex)	748	Brutal Star Pokémon	Poison Water	32.0 lbs (14.5 kg)	Toxapex
747	1. Own Tempo2. StaminaInner Focus (hidden ability)	3′03″ (1.0 m)	132 (Sun/Moon — Alola dex)165 (U.Sun/U.Moon — Alola dex)	749	Donkey Pokémon	Ground	242.5 lbs (110.0 kg)	Mudbray
748	1. Own Tempo2. StaminaInner Focus (hidden ability)	8′02″ (2.5 m)	133 (Sun/Moon — Alola dex)166 (U.Sun/U.Moon — Alola dex)	750	Draft Horse Pokémon	Ground	2028.3 lbs (920.0 kg)	Mudsdale
749	1. Water BubbleWater Absorb (hidden ability)	1′00″ (0.3 m)	141 (Sun/Moon — Alola dex)174 (U.Sun/U.Moon — Alola dex)	751	Water Bubble Pokémon	Water Bug	8.8 lbs (4.0 kg)	Dewpider
750	1. Water BubbleWater Absorb (hidden ability)	5′11″ (1.8 m)	142 (Sun/Moon — Alola dex)175 (U.Sun/U.Moon — Alola dex)	752	Water Bubble Pokémon	Water Bug	180.8 lbs (82.0 kg)	Araquanid
751	1. Leaf GuardContrary (hidden ability)	1′00″ (0.3 m)	143 (Sun/Moon — Alola dex)176 (U.Sun/U.Moon — Alola dex)	753	Sickle Grass Pokémon	Grass	3.3 lbs (1.5 kg)	Fomantis
752	1. Leaf GuardContrary (hidden ability)	2′11″ (0.9 m)	144 (Sun/Moon — Alola dex)177 (U.Sun/U.Moon — Alola dex)	754	Bloom Sickle Pokémon	Grass	40.8 lbs (18.5 kg)	Lurantis
753	1. Illuminate2. Effect SporeRain Dish (hidden ability)	0′08″ (0.2 m)	145 (Sun/Moon — Alola dex)178 (U.Sun/U.Moon — Alola dex)	755	Illuminating Pokémon	Grass Fairy	3.3 lbs (1.5 kg)	Morelull
754	1. Illuminate2. Effect SporeRain Dish (hidden ability)	3′03″ (1.0 m)	146 (Sun/Moon — Alola dex)179 (U.Sun/U.Moon — Alola dex)	756	Illuminating Pokémon	Grass Fairy	25.4 lbs (11.5 kg)	Shiinotic
755	1. CorrosionOblivious (hidden ability)	2′00″ (0.6 m)	161 (Sun/Moon — Alola dex)195 (U.Sun/U.Moon — Alola dex)	757	Toxic Lizard Pokémon	Poison Fire	10.6 lbs (4.8 kg)	Salandit
756	1. CorrosionOblivious (hidden ability)	3′11″ (1.2 m)	162 (Sun/Moon — Alola dex)196 (U.Sun/U.Moon — Alola dex)	758	Toxic Lizard Pokémon	Poison Fire	48.9 lbs (22.2 kg)	Salazzle
757	1. Fluffy2. KlutzCute Charm (hidden ability)	1′08″ (0.5 m)	169 (Sun/Moon — Alola dex)205 (U.Sun/U.Moon — Alola dex)	759	Flailing Pokémon	Normal Fighting	15.0 lbs (6.8 kg)	Stufful
758	1. Fluffy2. KlutzUnnerve (hidden ability)	6′11″ (2.1 m)	170 (Sun/Moon — Alola dex)206 (U.Sun/U.Moon — Alola dex)	760	Strong Arm Pokémon	Normal Fighting	297.6 lbs (135.0 kg)	Bewear
759	1. Leaf Guard2. ObliviousSweet Veil (hidden ability)	1′00″ (0.3 m)	171 (Sun/Moon — Alola dex)207 (U.Sun/U.Moon — Alola dex)	761	Fruit Pokémon	Grass	7.1 lbs (3.2 kg)	Bounsweet
760	1. Leaf Guard2. ObliviousSweet Veil (hidden ability)	2′04″ (0.7 m)	172 (Sun/Moon — Alola dex)208 (U.Sun/U.Moon — Alola dex)	762	Fruit Pokémon	Grass	18.1 lbs (8.2 kg)	Steenee
761	1. Leaf Guard2. Queenly MajestySweet Veil (hidden ability)	3′11″ (1.2 m)	173 (Sun/Moon — Alola dex)209 (U.Sun/U.Moon — Alola dex)	763	Fruit Pokémon	Grass	47.2 lbs (21.4 kg)	Tsareena
762	1. Flower Veil2. TriageNatural Cure (hidden ability)	0′04″ (0.1 m)	174 (Sun/Moon — Alola dex)210 (U.Sun/U.Moon — Alola dex)	764	Posy Picker Pokémon	Fairy	0.7 lbs (0.3 kg)	Comfey
763	1. Inner Focus2. TelepathySymbiosis (hidden ability)	4′11″ (1.5 m)	176 (Sun/Moon — Alola dex)215 (U.Sun/U.Moon — Alola dex)	765	Sage Pokémon	Normal Psychic	167.6 lbs (76.0 kg)	Oranguru
764	1. ReceiverDefiant (hidden ability)	6′07″ (2.0 m)	177 (Sun/Moon — Alola dex)216 (U.Sun/U.Moon — Alola dex)	766	Teamwork Pokémon	Fighting	182.5 lbs (82.8 kg)	Passimian
765	1. Wimp Out	1′08″ (0.5 m)	182 (Sun/Moon — Alola dex)221 (U.Sun/U.Moon — Alola dex)	767	Turn Tail Pokémon	Bug Water	26.5 lbs (12.0 kg)	Wimpod
766	1. Emergency Exit	6′07″ (2.0 m)	183 (Sun/Moon — Alola dex)222 (U.Sun/U.Moon — Alola dex)	768	Hard Scale Pokémon	Bug Water	238.1 lbs (108.0 kg)	Golisopod
767	1. Water CompactionSand Veil (hidden ability)	1′08″ (0.5 m)	186 (Sun/Moon — Alola dex)225 (U.Sun/U.Moon — Alola dex)	769	Sand Heap Pokémon	Ghost Ground	154.3 lbs (70.0 kg)	Sandygast
768	1. Water CompactionSand Veil (hidden ability)	4′03″ (1.3 m)	187 (Sun/Moon — Alola dex)226 (U.Sun/U.Moon — Alola dex)	770	Sand Castle Pokémon	Ghost Ground	551.2 lbs (250.0 kg)	Palossand
769	1. Innards OutUnaware (hidden ability)	1′00″ (0.3 m)	200 (Sun/Moon — Alola dex)256 (U.Sun/U.Moon — Alola dex)	771	Sea Cucumber Pokémon	Water	2.6 lbs (1.2 kg)	Pyukumuku
770	1. Battle Armor	6′03″ (1.9 m)	203 (Sun/Moon — Alola dex)259 (U.Sun/U.Moon — Alola dex)	772	Synthetic Pokémon	Normal	265.7 lbs (120.5 kg)	Type: Null
771	1. RKS System	7′07″ (2.3 m)	204 (Sun/Moon — Alola dex)260 (U.Sun/U.Moon — Alola dex)	773	Synthetic Pokémon	Normal	221.6 lbs (100.5 kg)	Silvally
772	1. Shields Down	1′00″ (0.3 m)	213 (Sun/Moon — Alola dex)277 (U.Sun/U.Moon — Alola dex)	774	Meteor Pokémon	Rock Flying	88.2 lbs (40.0 kg)	Minior
773	1. Comatose	1′04″ (0.4 m)	222 (Sun/Moon — Alola dex)286 (U.Sun/U.Moon — Alola dex)	775	Drowsing Pokémon	Normal	43.9 lbs (19.9 kg)	Komala
774	1. Shell Armor	6′07″ (2.0 m)	224 (Sun/Moon — Alola dex)288 (U.Sun/U.Moon — Alola dex)	776	Blast Turtle Pokémon	Fire Dragon	467.4 lbs (212.0 kg)	Turtonator
775	1. Iron Barbs2. Lightning RodSturdy (hidden ability)	1′00″ (0.3 m)	225 (Sun/Moon — Alola dex)292 (U.Sun/U.Moon — Alola dex)	777	Roly-Poly Pokémon	Electric Steel	7.3 lbs (3.3 kg)	Togedemaru
776	1. Disguise	0′08″ (0.2 m)	242 (Sun/Moon — Alola dex)315 (U.Sun/U.Moon — Alola dex)	778	Disguise Pokémon	Ghost Fairy	1.5 lbs (0.7 kg)	Mimikyu
777	1. Dazzling2. Strong JawWonder Skin (hidden ability)	2′11″ (0.9 m)	243 (Sun/Moon — Alola dex)320 (U.Sun/U.Moon — Alola dex)	779	Gnash Teeth Pokémon	Water Psychic	41.9 lbs (19.0 kg)	Bruxish
778	1. Berserk2. Sap SipperCloud Nine (hidden ability)	9′10″ (3.0 m)	244 (Sun/Moon — Alola dex)321 (U.Sun/U.Moon — Alola dex)	780	Placid Pokémon	Normal Dragon	407.9 lbs (185.0 kg)	Drampa
779	1. Steelworker	12′10″ (3.9 m)	263 (Sun/Moon — Alola dex)344 (U.Sun/U.Moon — Alola dex)	781	Sea Creeper Pokémon	Ghost Grass	463.0 lbs (210.0 kg)	Dhelmise
780	1. Bulletproof2. SoundproofOvercoat (hidden ability)	2′00″ (0.6 m)	271 (Sun/Moon — Alola dex)361 (U.Sun/U.Moon — Alola dex)	782	Scaly Pokémon	Dragon	65.5 lbs (29.7 kg)	Jangmo-o
781	1. Bulletproof2. SoundproofOvercoat (hidden ability)	3′11″ (1.2 m)	272 (Sun/Moon — Alola dex)362 (U.Sun/U.Moon — Alola dex)	783	Scaly Pokémon	Dragon Fighting	103.6 lbs (47.0 kg)	Hakamo-o
782	1. Bulletproof2. SoundproofOvercoat (hidden ability)	5′03″ (1.6 m)	273 (Sun/Moon — Alola dex)363 (U.Sun/U.Moon — Alola dex)	784	Scaly Pokémon	Dragon Fighting	172.4 lbs (78.2 kg)	Kommo-o
783	1. Electric SurgeTelepathy (hidden ability)	5′11″ (1.8 m)	285 (Sun/Moon — Alola dex)383 (U.Sun/U.Moon — Alola dex)	785	Land Spirit Pokémon	Electric Fairy	45.2 lbs (20.5 kg)	Tapu Koko
784	1. Psychic SurgeTelepathy (hidden ability)	3′11″ (1.2 m)	286 (Sun/Moon — Alola dex)384 (U.Sun/U.Moon — Alola dex)	786	Land Spirit Pokémon	Psychic Fairy	41.0 lbs (18.6 kg)	Tapu Lele
785	1. Grassy SurgeTelepathy (hidden ability)	6′03″ (1.9 m)	287 (Sun/Moon — Alola dex)385 (U.Sun/U.Moon — Alola dex)	787	Land Spirit Pokémon	Grass Fairy	100.3 lbs (45.5 kg)	Tapu Bulu
786	1. Misty SurgeTelepathy (hidden ability)	4′03″ (1.3 m)	288 (Sun/Moon — Alola dex)386 (U.Sun/U.Moon — Alola dex)	788	Land Spirit Pokémon	Water Fairy	46.7 lbs (21.2 kg)	Tapu Fini
787	1. Unaware	0′08″ (0.2 m)	289 (Sun/Moon — Alola dex)387 (U.Sun/U.Moon — Alola dex)	789	Nebula Pokémon	Psychic	0.2 lbs (0.1 kg)	Cosmog
788	1. Sturdy	0′04″ (0.1 m)	290 (Sun/Moon — Alola dex)388 (U.Sun/U.Moon — Alola dex)	790	Protostar Pokémon	Psychic	2204.4 lbs (999.9 kg)	Cosmoem
789	1. Full Metal Body	11′02″ (3.4 m)	291 (Sun/Moon — Alola dex)389 (U.Sun/U.Moon — Alola dex)	791	Sunne Pokémon	Psychic Steel	507.1 lbs (230.0 kg)	Solgaleo
790	1. Shadow Shield	13′01″ (4.0 m)	292 (Sun/Moon — Alola dex)390 (U.Sun/U.Moon — Alola dex)	792	Moone Pokémon	Psychic Ghost	264.6 lbs (120.0 kg)	Lunala
791	1. Beast Boost	3′11″ (1.2 m)	293 (Sun/Moon — Alola dex)393 (U.Sun/U.Moon — Alola dex)	793	Parasite Pokémon	Rock Poison	122.4 lbs (55.5 kg)	Nihilego
792	1. Beast Boost	7′10″ (2.4 m)	294 (Sun/Moon — Alola dex)394 (U.Sun/U.Moon — Alola dex)	794	Swollen Pokémon	Bug Fighting	735.5 lbs (333.6 kg)	Buzzwole
793	1. Beast Boost	5′11″ (1.8 m)	295 (Sun/Moon — Alola dex)395 (U.Sun/U.Moon — Alola dex)	795	Lissome Pokémon	Bug Fighting	55.1 lbs (25.0 kg)	Pheromosa
794	1. Beast Boost	12′06″ (3.8 m)	296 (Sun/Moon — Alola dex)396 (U.Sun/U.Moon — Alola dex)	796	Glowing Pokémon	Electric	220.5 lbs (100.0 kg)	Xurkitree
795	1. Beast Boost	30′02″ (9.2 m)	297 (Sun/Moon — Alola dex)397 (U.Sun/U.Moon — Alola dex)	797	Launch Pokémon	Steel Flying	2204.4 lbs (999.9 kg)	Celesteela
796	1. Beast Boost	1′00″ (0.3 m)	298 (Sun/Moon — Alola dex)398 (U.Sun/U.Moon — Alola dex)	798	Drawn Sword Pokémon	Grass Steel	0.2 lbs (0.1 kg)	Kartana
797	1. Beast Boost	18′01″ (5.5 m)	299 (Sun/Moon — Alola dex)399 (U.Sun/U.Moon — Alola dex)	799	Junkivore Pokémon	Dark Dragon	1957.7 lbs (888.0 kg)	Guzzlord
798	1. Prism Armor	7′10″ (2.4 m)	300 (Sun/Moon — Alola dex)400 (U.Sun/U.Moon — Alola dex)	800	Prism Pokémon	Psychic	507.1 lbs (230.0 kg)	Necrozma
799	1. Soul-Heart	3′03″ (1.0 m)	301 (Sun/Moon — Alola dex)401 (U.Sun/U.Moon — Alola dex)	801	Artificial Pokémon	Steel Fairy	177.5 lbs (80.5 kg)	Magearna
800	1. Technician	2′04″ (0.7 m)	302 (Sun/Moon — Alola dex)402 (U.Sun/U.Moon — Alola dex)	802	Gloomdweller Pokémon	Fighting Ghost	48.9 lbs (22.2 kg)	Marshadow
801	1. Beast Boost	2′00″ (0.6 m)	261 (U.Sun/U.Moon — Alola dex)	803	Poison Pin Pokémon	Poison	4.0 lbs (1.8 kg)	Poipole
802	1. Beast Boost	11′10″ (3.6 m)	262 (U.Sun/U.Moon — Alola dex)	804	Poison Pin Pokémon	Poison Dragon	330.7 lbs (150.0 kg)	Naganadel
